escopo_autuacao;mes;uf;amparo_legal;descricao_infracao;quantidade_autos
Excesso de Peso;JANEIRO;PR;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;29
Excesso de Peso;JANEIRO;PR;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;44
Excesso de Peso;JANEIRO;RJ;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;372
Excesso de Peso;JANEIRO;RJ;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;459
Excesso de Peso;JANEIRO;RJ;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;803
Excesso de Peso;JANEIRO;RS;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;7
Excesso de Peso;JANEIRO;RS;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;10
Excesso de Peso;JANEIRO;RS;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;51
Excesso de Peso;JANEIRO;SC;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;330
Excesso de Peso;JANEIRO;SC;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;353
Excesso de Peso;JANEIRO;SC;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;677
Excesso de Peso;JANEIRO;SP;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;99
Excesso de Peso;JANEIRO;SP;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;103
Excesso de Peso;JANEIRO;SP;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;136
CMT - Capacidade Máxima de Tração;FEVEREIRO;ES;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo excedendo a CMT entre 601 e 1000 kg;2
CMT - Capacidade Máxima de Tração;FEVEREIRO;MG;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo excedendo a CMT acima de 1000 kg;2
CMT - Capacidade Máxima de Tração;FEVEREIRO;RJ;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo excedendo a CMT em até 600 kg;2
CMT - Capacidade Máxima de Tração;FEVEREIRO;RJ;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo excedendo a CMT acima de 1000 kg;5
CMT - Capacidade Máxima de Tração;FEVEREIRO;SC;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo excedendo a CMT acima de 1000 kg;1
CMT - Capacidade Máxima de Tração;FEVEREIRO;SP;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo excedendo a CMT entre 601 e 1000 kg;2
Evasão de Balança;FEVEREIRO;ES;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;463
Evasão de Balança;FEVEREIRO;GO;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;840
Evasão de Balança;FEVEREIRO;MG;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;3163
Evasão de Balança;FEVEREIRO;MT;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;1600
Evasão de Balança;FEVEREIRO;RJ;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;2939
Evasão de Balança;FEVEREIRO;SP;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;799
Excesso de Peso;FEVEREIRO;BA;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;12
Excesso de Peso;FEVEREIRO;ES;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;60
Excesso de Peso;FEVEREIRO;ES;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;63
Excesso de Peso;FEVEREIRO;ES;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;296
Excesso de Peso;FEVEREIRO;GO;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;126
Excesso de Peso;FEVEREIRO;GO;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;135
Excesso de Peso;FEVEREIRO;GO;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;434
Excesso de Peso;FEVEREIRO;MG;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;222
Excesso de Peso;FEVEREIRO;MG;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;241
Excesso de Peso;FEVEREIRO;MG;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;770
Excesso de Peso;FEVEREIRO;MT;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;51
Excesso de Peso;FEVEREIRO;MT;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;75
Excesso de Peso;FEVEREIRO;MT;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;415
Excesso de Peso;FEVEREIRO;RJ;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;319
Excesso de Peso;FEVEREIRO;RJ;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;459
Excesso de Peso;FEVEREIRO;RJ;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;787
Excesso de Peso;FEVEREIRO;SC;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;292
Excesso de Peso;FEVEREIRO;SC;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;364
Excesso de Peso;FEVEREIRO;SC;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;617
Excesso de Peso;FEVEREIRO;SP;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;96
Excesso de Peso;FEVEREIRO;SP;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;112
Excesso de Peso;FEVEREIRO;SP;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;189
CMT - Capacidade Máxima de Tração;MARÇO;MG;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo excedendo a CMT acima de 1000 kg;1
CMT - Capacidade Máxima de Tração;MARÇO;MG;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo excedendo a CMT em até 600 kg;2
CMT - Capacidade Máxima de Tração;MARÇO;MT;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo excedendo a CMT entre 601 e 1000 kg;1
CMT - Capacidade Máxima de Tração;MARÇO;RJ;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo excedendo a CMT em até 600 kg;2
CMT - Capacidade Máxima de Tração;MARÇO;RJ;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo excedendo a CMT acima de 1000 kg;3
CMT - Capacidade Máxima de Tração;MARÇO;RJ;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo excedendo a CMT entre 601 e 1000 kg;4
CMT - Capacidade Máxima de Tração;MARÇO;SC;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo excedendo a CMT entre 601 e 1000 kg;1
Evasão de Balança;MARÇO;ES;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;414
Evasão de Balança;MARÇO;GO;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;1206
Evasão de Balança;MARÇO;MG;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;1568
Evasão de Balança;MARÇO;MT;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;2305
Evasão de Balança;MARÇO;RJ;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;2435
Evasão de Balança;MARÇO;SP;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;1436
Excesso de Peso;MARÇO;BA;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;3
Excesso de Peso;MARÇO;ES;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;13
Excesso de Peso;MARÇO;ES;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;22
Excesso de Peso;MARÇO;ES;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;67
Excesso de Peso;MARÇO;GO;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;128
Excesso de Peso;MARÇO;GO;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;135
Excesso de Peso;MARÇO;GO;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;438
Excesso de Peso;MARÇO;MG;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;264
Excesso de Peso;MARÇO;MG;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;290
Excesso de Peso;MARÇO;MG;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;1029
Excesso de Peso;MARÇO;MT;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;65
Excesso de Peso;MARÇO;MT;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;78
Excesso de Peso;MARÇO;MT;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;442
Excesso de Peso;MARÇO;RJ;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;502
Excesso de Peso;MARÇO;RJ;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;840
Excesso de Peso;MARÇO;RJ;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;986
Excesso de Peso;MARÇO;RS;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;80
Excesso de Peso;MARÇO;RS;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;108
Excesso de Peso;MARÇO;RS;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;351
